"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"03-Mar-2022","EQ","1,720.20","1,733.90","1,705.55","1,702.80","1,721.75","1,720.85","1,722.78","1,953.90","1,259.00",7344147,"12,652,331,996.15",262571
"02-Mar-2022","EQ","1,710.00","1,714.40","1,691.00","1,715.60","1,702.55","1,702.80","1,703.13","1,953.90","1,259.00",6771489,"11,532,701,358.80",301403
"28-Feb-2022","EQ","1,682.20","1,728.05","1,665.00","1,694.60","1,719.00","1,715.60","1,709.44","1,953.90","1,259.00",15076542,"25,772,414,334.90",330427
"25-Feb-2022","EQ","1,715.00","1,728.15","1,677.00","1,678.15","1,696.00","1,694.60","1,698.96","1,953.90","1,244.75",9737281,"16,543,242,534.40",305050
"24-Feb-2022","EQ","1,690.10","1,714.95","1,670.50","1,742.85","1,674.80","1,678.15","1,689.92","1,953.90","1,244.75",13592379,"22,970,021,733.65",376409
"23-Feb-2022","EQ","1,750.00","1,758.25","1,733.40","1,734.35","1,742.80","1,742.85","1,742.56","1,953.90","1,244.75",5478811,"9,547,154,732.20",191067
"22-Feb-2022","EQ","1,699.90","1,751.00","1,691.05","1,730.70","1,733.00","1,734.35","1,721.17","1,953.90","1,244.75",8878515,"15,281,431,404.90",227885
"21-Feb-2022","EQ","1,701.00","1,737.30","1,691.50","1,706.95","1,729.50","1,730.70","1,718.04","1,953.90","1,244.75",5120890,"8,797,869,134.30",205567
"18-Feb-2022","EQ","1,710.00","1,722.50","1,703.50","1,724.80","1,705.95","1,706.95","1,711.87","1,953.90","1,244.75",5602215,"9,590,289,595.60",159019
"17-Feb-2022","EQ","1,744.00","1,749.00","1,720.30","1,733.30","1,723.70","1,724.80","1,731.45","1,953.90","1,244.75",3937950,"6,818,374,503.70",110732
"16-Feb-2022","EQ","1,738.25","1,755.45","1,726.85","1,738.25","1,731.50","1,733.30","1,740.74","1,953.90","1,244.75",5350642,"9,314,065,942.90",162198
"15-Feb-2022","EQ","1,699.00","1,746.75","1,690.45","1,682.20","1,742.30","1,738.25","1,721.75","1,953.90","1,244.75",4669915,"8,040,412,171.15",188794
"14-Feb-2022","EQ","1,690.00","1,718.55","1,678.25","1,721.35","1,684.00","1,682.20","1,698.58","1,953.90","1,244.75",7459637,"12,670,785,135.65",280769
"11-Feb-2022","EQ","1,740.00","1,745.95","1,713.00","1,769.60","1,719.65","1,721.35","1,720.68","1,953.90","1,244.75",7551371,"12,993,527,942.15",430200
"10-Feb-2022","EQ","1,755.65","1,773.90","1,748.75","1,737.30","1,771.60","1,769.60","1,760.55","1,953.90","1,244.75",4334630,"7,631,331,627.45",206904
"09-Feb-2022","EQ","1,735.00","1,743.00","1,725.00","1,717.30","1,739.00","1,737.30","1,736.09","1,953.90","1,244.75",3867244,"6,713,900,255.40",178730
"08-Feb-2022","EQ","1,710.00","1,725.00","1,696.00","1,715.00","1,708.60","1,717.30","1,712.06","1,953.90","1,244.75",6053401,"10,363,805,939.55",222044
"07-Feb-2022","EQ","1,722.20","1,732.00","1,695.40","1,741.10","1,713.00","1,715.00","1,714.37","1,953.90","1,244.75",4310209,"7,389,275,044.25",254813
"04-Feb-2022","EQ","1,732.00","1,753.95","1,710.15","1,738.55","1,740.00","1,741.10","1,736.20","1,953.90","1,241.00",4700077,"8,160,294,996.20",193857
"03-Feb-2022","EQ","1,779.00","1,779.00","1,734.00","1,787.10","1,736.30","1,738.55","1,755.15","1,953.90","1,241.00",3832922,"6,727,366,646.30",183506
"02-Feb-2022","EQ","1,789.00","1,792.80","1,772.00","1,772.05","1,787.65","1,787.10","1,785.72","1,953.90","1,241.00",4253717,"7,595,951,820.00",146941
"01-Feb-2022","EQ","1,766.10","1,780.00","1,734.70","1,736.20","1,773.00","1,772.05","1,766.97","1,953.90","1,241.00",5119935,"9,046,788,138.40",186159
"31-Jan-2022","EQ","1,718.00","1,749.50","1,715.35","1,686.20","1,737.85","1,736.20","1,736.84","1,953.90","1,241.00",8788872,"15,264,864,508.80",313682
"28-Jan-2022","EQ","1,681.00","1,727.55","1,679.50","1,678.60","1,685.80","1,686.20","1,701.31","1,953.90","1,231.00",10998502,"18,711,813,888.65",336935
"27-Jan-2022","EQ","1,702.00","1,709.70","1,665.00","1,722.15","1,686.95","1,678.60","1,681.31","1,953.90","1,231.00",11231734,"18,884,048,987.00",495160
"25-Jan-2022","EQ","1,726.60","1,740.00","1,700.50","1,736.80","1,721.95","1,722.15","1,719.33","1,953.90","1,231.00",9137653,"15,710,645,707.40",370958
"24-Jan-2022","EQ","1,765.00","1,768.65","1,728.00","1,785.70","1,734.00","1,736.80","1,744.48","1,953.90","1,231.00",7116712,"12,414,981,412.50",261123
"21-Jan-2022","EQ","1,795.00","1,808.00","1,776.00","1,823.70","1,788.00","1,785.70","1,789.19","1,953.90","1,231.00",8252758,"14,765,723,986.90",363701
"20-Jan-2022","EQ","1,844.00","1,848.00","1,815.50","1,867.05","1,825.20","1,823.70","1,827.81","1,953.90","1,231.00",5533463,"10,114,140,157.35",267078
"19-Jan-2022","EQ","1,916.00","1,916.00","1,862.85","1,920.75","1,865.00","1,867.05","1,880.01","1,953.90","1,231.00",5747770,"10,805,850,965.55",177957
"18-Jan-2022","EQ","1,922.10","1,945.00","1,911.45","1,939.50","1,918.00","1,920.75","1,924.08","1,953.90","1,231.00",3690315,"7,100,450,832.40",209492
"17-Jan-2022","EQ","1,938.55","1,953.90","1,930.50","1,929.35","1,938.60","1,939.50","1,941.46","1,953.90","1,231.00",5262464,"10,216,874,399.25",177946
"14-Jan-2022","EQ","1,882.00","1,933.00","1,881.00","1,896.80","1,925.00","1,929.35","1,912.85","1,933.00","1,231.00",7688506,"14,706,988,627.30",225842
"13-Jan-2022","EQ","1,905.00","1,912.50","1,866.35","1,877.45","1,895.30","1,896.80","1,894.19","1,914.05","1,231.00",14277630,"27,044,612,998.40",390078
"12-Jan-2022","EQ","1,868.90","1,889.00","1,860.00","1,855.60","1,875.80","1,877.45","1,874.25","1,914.05","1,231.00",5362535,"10,050,718,588.00",195948
"11-Jan-2022","EQ","1,855.00","1,870.00","1,850.15","1,850.75","1,860.00","1,855.60","1,860.06","1,914.05","1,231.00",5142287,"9,564,958,557.25",189308
"10-Jan-2022","EQ","1,815.00","1,869.90","1,813.00","1,814.30","1,852.10","1,850.75","1,852.30","1,914.05","1,231.00",7857560,"14,554,564,594.35",227924
"07-Jan-2022","EQ","1,815.45","1,836.00","1,806.80","1,817.80","1,816.00","1,814.30","1,818.56","1,914.05","1,231.00",4834389,"8,791,606,623.05",148117
"06-Jan-2022","EQ","1,828.00","1,828.00","1,800.00","1,844.65","1,820.50","1,817.80","1,812.08","1,914.05","1,231.00",6449205,"11,686,479,371.10",232721
"05-Jan-2022","EQ","1,900.00","1,902.90","1,840.00","1,899.15","1,848.00","1,844.65","1,857.54","1,914.05","1,231.00",6995719,"12,994,844,600.20",289755
"04-Jan-2022","EQ","1,898.45","1,906.65","1,878.00","1,898.45","1,901.00","1,899.15","1,888.87","1,914.05","1,231.00",3921999,"7,408,140,297.05",120603
"03-Jan-2022","EQ","1,887.75","1,914.05","1,887.75","1,887.75","1,899.00","1,898.45","1,904.82","1,914.05","1,231.00",3329616,"6,342,326,137.50",128107
"31-Dec-2021","EQ","1,890.00","1,898.35","1,871.65","1,892.85","1,893.00","1,887.75","1,887.20","1,909.80","1,231.00",4619420,"8,717,788,085.60",132766
"30-Dec-2021","EQ","1,884.50","1,909.80","1,874.35","1,885.55","1,897.00","1,892.85","1,895.39","1,909.80","1,231.00",4584738,"8,689,853,629.65",127547
"29-Dec-2021","EQ","1,883.50","1,893.80","1,876.40","1,888.00","1,883.25","1,885.55","1,885.99","1,895.90","1,231.00",3236635,"6,104,257,383.90",94918
"28-Dec-2021","EQ","1,880.70","1,895.90","1,878.40","1,866.15","1,885.20","1,888.00","1,887.13","1,895.90","1,231.00",3340933,"6,304,763,251.35",147835
"27-Dec-2021","EQ","1,860.00","1,874.50","1,845.05","1,863.50","1,869.40","1,866.15","1,863.95","1,875.75","1,231.00",2647733,"4,935,229,849.60",141608
"24-Dec-2021","EQ","1,872.95","1,875.75","1,854.00","1,857.60","1,863.40","1,863.50","1,864.33","1,875.75","1,152.05",3780347,"7,047,796,921.30",119651
"23-Dec-2021","EQ","1,831.25","1,861.60","1,827.00","1,824.70","1,856.15","1,857.60","1,849.59","1,861.60","1,152.05",4112933,"7,607,253,609.15",160898
"22-Dec-2021","EQ","1,825.00","1,829.15","1,812.35","1,811.60","1,824.00","1,824.70","1,820.18","1,848.00","1,152.05",4156428,"7,565,456,224.40",121978
"21-Dec-2021","EQ","1,801.00","1,838.00","1,801.00","1,798.90","1,814.70","1,811.60","1,821.91","1,848.00","1,152.05",5353584,"9,753,723,500.15",204777
"20-Dec-2021","EQ","1,801.70","1,829.65","1,787.30","1,820.85","1,800.70","1,798.90","1,805.20","1,848.00","1,152.05",5773891,"10,423,053,263.25",220523
"17-Dec-2021","EQ","1,820.00","1,842.00","1,806.75","1,771.60","1,823.00","1,820.85","1,822.81","1,848.00","1,148.20",18887243,"34,427,916,211.10",398575
"16-Dec-2021","EQ","1,762.65","1,777.60","1,758.00","1,734.20","1,777.00","1,771.60","1,768.37","1,848.00","1,148.20",4481031,"7,924,136,141.65",161944
"15-Dec-2021","EQ","1,745.00","1,747.95","1,721.20","1,752.15","1,734.90","1,734.20","1,732.61","1,848.00","1,148.20",3053149,"5,289,916,760.45",123458
"14-Dec-2021","EQ","1,730.90","1,763.00","1,710.35","1,744.65","1,743.75","1,752.15","1,746.72","1,848.00","1,148.20",4768144,"8,328,622,415.40",178424
"13-Dec-2021","EQ","1,767.05","1,771.35","1,738.80","1,759.25","1,747.00","1,744.65","1,751.26","1,848.00","1,148.20",4040584,"7,076,097,488.25",138705
"10-Dec-2021","EQ","1,760.00","1,763.75","1,746.00","1,763.45","1,757.05","1,759.25","1,754.36","1,848.00","1,136.00",1823469,"3,199,026,984.60",114797
"09-Dec-2021","EQ","1,759.00","1,769.40","1,742.00","1,753.35","1,758.00","1,763.45","1,757.23","1,848.00","1,136.00",2082171,"3,658,856,607.40",90007
"08-Dec-2021","EQ","1,733.00","1,759.80","1,732.60","1,711.65","1,752.40","1,753.35","1,749.49","1,848.00","1,136.00",3029169,"5,299,514,521.95",101838
"07-Dec-2021","EQ","1,701.10","1,724.90","1,694.00","1,695.30","1,711.45","1,711.65","1,711.29","1,848.00","1,136.00",4202122,"7,191,049,985.50",113379
"06-Dec-2021","EQ","1,730.00","1,733.95","1,691.50","1,735.55","1,694.95","1,695.30","1,705.47","1,848.00","1,136.00",3991449,"6,807,306,903.90",170662
"03-Dec-2021","EQ","1,771.10","1,786.65","1,732.55","1,748.25","1,737.60","1,735.55","1,758.49","1,848.00","1,105.05",6754012,"11,876,876,753.60",172077
"02-Dec-2021","EQ","1,715.00","1,750.50","1,711.35","1,714.90","1,748.00","1,748.25","1,737.73","1,848.00","1,105.05",5559574,"9,661,020,145.95",173258
"01-Dec-2021","EQ","1,715.00","1,741.90","1,713.00","1,712.65","1,717.00","1,714.90","1,726.72","1,848.00","1,105.05",5193264,"8,967,308,949.60",204083
"30-Nov-2021","EQ","1,704.55","1,729.90","1,700.05","1,696.35","1,717.00","1,712.65","1,713.80","1,848.00","1,105.05",14808963,"25,379,600,677.05",209403
"29-Nov-2021","EQ","1,691.00","1,712.00","1,669.15","1,691.65","1,696.20","1,696.35","1,694.69","1,848.00","1,105.05",3942776,"6,681,771,091.15",187081
"26-Nov-2021","EQ","1,702.55","1,718.35","1,684.00","1,722.40","1,689.55","1,691.65","1,701.47","1,848.00","1,091.00",4494181,"7,646,702,666.25",189716
"25-Nov-2021","EQ","1,700.00","1,726.20","1,696.95","1,696.00","1,722.50","1,722.40","1,715.34","1,848.00","1,091.00",4476260,"7,678,310,603.80",141756
"24-Nov-2021","EQ","1,740.00","1,740.50","1,688.00","1,736.90","1,690.20","1,696.00","1,712.88","1,848.00","1,091.00",7333061,"12,560,636,398.70",261744
"23-Nov-2021","EQ","1,735.10","1,747.25","1,710.00","1,759.40","1,727.50","1,736.90","1,732.65","1,848.00","1,091.00",8436160,"14,616,871,616.00",228363
"22-Nov-2021","EQ","1,784.00","1,785.40","1,751.15","1,779.40","1,760.25","1,759.40","1,766.39","1,848.00","1,091.00",6621839,"11,696,747,300.55",170729
"18-Nov-2021","EQ","1,781.60","1,789.45","1,759.00","1,787.45","1,774.00","1,779.40","1,773.94","1,848.00","1,091.00",4326924,"7,675,682,400.00",154647
"17-Nov-2021","EQ","1,792.55","1,802.00","1,780.70","1,792.30","1,790.55","1,787.45","1,792.60","1,848.00","1,091.00",4732492,"8,483,456,713.50",195585
"16-Nov-2021","EQ","1,790.00","1,808.95","1,777.00","1,787.15","1,791.40","1,792.30","1,797.43","1,848.00","1,091.00",6034233,"10,846,091,248.70",173120
"15-Nov-2021","EQ","1,782.10","1,800.00","1,775.50","1,780.20","1,785.00","1,787.15","1,793.71","1,848.00","1,091.00",4354074,"7,809,957,008.85",154854
"12-Nov-2021","EQ","1,743.00","1,782.85","1,738.05","1,733.30","1,779.50","1,780.20","1,766.51","1,848.00","1,078.00",5069009,"8,954,436,975.40",142273
"11-Nov-2021","EQ","1,732.95","1,739.75","1,709.00","1,740.15","1,735.00","1,733.30","1,723.79","1,848.00","1,078.00",4731349,"8,155,869,538.30",128994
"10-Nov-2021","EQ","1,726.00","1,750.95","1,721.95","1,742.50","1,742.00","1,740.15","1,737.49","1,848.00","1,078.00",4780368,"8,305,852,157.15",115801
"09-Nov-2021","EQ","1,734.75","1,750.00","1,726.00","1,737.50","1,740.70","1,742.50","1,741.18","1,848.00","1,078.00",4016134,"6,992,803,829.65",141964
"08-Nov-2021","EQ","1,730.00","1,741.00","1,703.00","1,708.70","1,740.00","1,737.50","1,727.82","1,848.00","1,078.00",5245903,"9,063,983,393.50",194006
"04-Nov-2021","EQ","1,715.00","1,717.00","1,705.00","1,702.50","1,705.50","1,708.70","1,710.56","1,848.00","1,051.10",483407,"826,894,810.30",45697
"03-Nov-2021","EQ","1,709.00","1,717.45","1,699.00","1,697.90","1,703.60","1,702.50","1,707.08","1,848.00","1,051.10",3530713,"6,027,214,982.00",159185
"02-Nov-2021","EQ","1,695.00","1,706.45","1,686.35","1,700.05","1,699.00","1,697.90","1,696.02","1,848.00","1,051.10",3471772,"5,888,203,296.25",132426
"01-Nov-2021","EQ","1,677.50","1,707.20","1,676.00","1,667.75","1,701.35","1,700.05","1,695.58","1,848.00","1,051.10",3636806,"6,166,483,835.70",156714
"29-Oct-2021","EQ","1,699.00","1,712.60","1,661.05","1,703.90","1,671.00","1,667.75","1,687.51","1,848.00","1,051.10",5875091,"9,914,259,072.90",212408
"28-Oct-2021","EQ","1,719.35","1,724.75","1,692.05","1,728.95","1,705.85","1,703.90","1,710.08","1,848.00","1,051.10",5329972,"9,114,701,909.05",194339
"27-Oct-2021","EQ","1,709.10","1,734.15","1,701.15","1,703.70","1,726.55","1,728.95","1,718.39","1,848.00","1,051.10",5090259,"8,747,027,004.70",174841
"26-Oct-2021","EQ","1,710.05","1,726.60","1,695.90","1,707.55","1,707.95","1,703.70","1,704.53","1,848.00","1,051.10",5871709,"10,008,498,840.25",163478
"25-Oct-2021","EQ","1,722.05","1,729.75","1,687.20","1,719.80","1,708.40","1,707.55","1,700.04","1,848.00","1,051.10",5905209,"10,039,080,678.05",175289
"22-Oct-2021","EQ","1,749.90","1,763.20","1,707.00","1,753.65","1,717.85","1,719.80","1,728.28","1,848.00","1,051.10",7369809,"12,737,099,864.85",231471
"21-Oct-2021","EQ","1,814.00","1,814.00","1,746.85","1,802.35","1,757.00","1,753.65","1,768.17","1,848.00","1,051.10",8779629,"15,523,851,574.25",227646
"20-Oct-2021","EQ","1,829.40","1,848.00","1,794.05","1,822.15","1,797.40","1,802.35","1,819.25","1,848.00","1,051.10",5876115,"10,690,134,351.80",193075
"19-Oct-2021","EQ","1,814.00","1,834.50","1,782.30","1,792.15","1,823.50","1,822.15","1,818.83","1,834.50","1,051.10",10324260,"18,778,087,117.05",236442
"18-Oct-2021","EQ","1,740.00","1,799.00","1,740.00","1,715.75","1,798.00","1,792.15","1,770.72","1,799.00","1,051.10",13438109,"23,795,103,034.90",310783
"14-Oct-2021","EQ","1,754.00","1,783.60","1,698.20","1,709.20","1,714.00","1,715.75","1,738.12","1,788.00","1,051.10",19655776,"34,164,007,327.25",428428
"13-Oct-2021","EQ","1,695.95","1,713.65","1,680.05","1,685.15","1,705.00","1,709.20","1,697.94","1,788.00","1,051.10",7104171,"12,062,453,914.35",273495
"12-Oct-2021","EQ","1,677.00","1,689.00","1,662.00","1,690.95","1,688.00","1,685.15","1,677.23","1,788.00","1,051.10",7439300,"12,477,416,052.15",258781
"11-Oct-2021","EQ","1,682.00","1,730.00","1,663.70","1,723.85","1,693.00","1,690.95","1,698.64","1,788.00","1,051.10",8840633,"15,017,023,820.95",264208
"08-Oct-2021","EQ","1,705.25","1,731.50","1,698.40","1,691.00","1,723.85","1,723.85","1,719.42","1,788.00","1,018.05",4738376,"8,147,261,439.50",223183
"07-Oct-2021","EQ","1,687.00","1,704.20","1,676.65","1,673.55","1,690.35","1,691.00","1,693.19","1,788.00","1,018.05",5476108,"9,272,107,761.25",142352
"06-Oct-2021","EQ","1,702.10","1,709.00","1,670.00","1,692.80","1,672.65","1,673.55","1,682.79","1,788.00","1,018.05",4271698,"7,188,385,186.55",168805
"05-Oct-2021","EQ","1,671.00","1,702.95","1,663.00","1,678.75","1,691.70","1,692.80","1,677.62","1,788.00","1,018.05",4373310,"7,336,751,142.35",174119
"04-Oct-2021","EQ","1,672.50","1,688.00","1,665.40","1,665.15","1,681.90","1,678.75","1,678.53","1,788.00","1,018.05",2947154,"4,946,872,978.25",122901
"01-Oct-2021","EQ","1,665.10","1,678.95","1,661.25","1,675.20","1,665.60","1,665.15","1,670.32","1,788.00","998.50",5733906,"9,577,431,061.45",166006
"30-Sep-2021","EQ","1,703.00","1,703.00","1,670.10","1,692.25","1,679.50","1,675.20","1,682.12","1,788.00","998.50",6914031,"11,630,225,539.25",155817
"29-Sep-2021","EQ","1,659.25","1,701.40","1,655.00","1,687.10","1,688.55","1,692.25","1,683.09","1,788.00","998.50",7792548,"13,115,587,857.25",252164
"28-Sep-2021","EQ","1,710.00","1,710.00","1,675.00","1,721.15","1,686.30","1,687.10","1,687.94","1,788.00","998.50",6557197,"11,068,146,871.10",321289
"27-Sep-2021","EQ","1,768.75","1,769.00","1,718.10","1,763.85","1,723.00","1,721.15","1,732.17","1,788.00","998.50",5045337,"8,739,379,305.20",227547
"24-Sep-2021","EQ","1,758.00","1,788.00","1,752.45","1,742.55","1,763.80","1,763.85","1,772.20","1,788.00","970.00",8280446,"14,674,577,075.85",231499
"23-Sep-2021","EQ","1,732.00","1,745.00","1,721.10","1,716.90","1,742.10","1,742.55","1,733.04","1,757.00","970.00",3826090,"6,630,769,717.80",151039
"22-Sep-2021","EQ","1,717.00","1,738.90","1,713.05","1,718.45","1,715.65","1,716.90","1,727.00","1,757.00","970.00",4553892,"7,864,586,458.90",162450
"21-Sep-2021","EQ","1,700.00","1,726.75","1,684.65","1,687.85","1,717.70","1,718.45","1,707.50","1,757.00","970.00",4672222,"7,977,838,674.60",138846
"20-Sep-2021","EQ","1,685.00","1,707.70","1,677.95","1,691.30","1,687.40","1,687.85","1,695.88","1,757.00","970.00",5660743,"9,599,964,334.20",136341
"17-Sep-2021","EQ","1,697.00","1,718.00","1,684.45","1,702.25","1,692.00","1,691.30","1,696.56","1,757.00","948.30",7454864,"12,647,632,623.50",123572
"16-Sep-2021","EQ","1,715.20","1,719.25","1,691.45","1,711.45","1,702.05","1,702.25","1,701.12","1,757.00","948.30",3246568,"5,522,817,876.30",159668
"15-Sep-2021","EQ","1,693.25","1,715.10","1,690.20","1,686.15","1,710.20","1,711.45","1,705.03","1,757.00","948.30",4062344,"6,926,434,283.00",187441
"14-Sep-2021","EQ","1,695.95","1,695.95","1,678.60","1,691.90","1,686.50","1,686.15","1,688.38","1,757.00","948.30",4945167,"8,349,299,076.40",207112
"13-Sep-2021","EQ","1,683.00","1,701.50","1,675.20","1,691.60","1,690.85","1,691.90","1,689.36","1,757.00","948.30",4662374,"7,876,437,378.30",187031
"09-Sep-2021","EQ","1,685.90","1,694.90","1,682.15","1,693.25","1,687.95","1,691.60","1,689.02","1,757.00","913.05",3331674,"5,627,248,636.00",137087
"08-Sep-2021","EQ","1,700.85","1,700.85","1,682.95","1,706.65","1,696.45","1,693.25","1,693.03","1,757.00","913.05",4584896,"7,762,344,324.40",153873
"07-Sep-2021","EQ","1,730.00","1,734.90","1,704.00","1,730.40","1,708.00","1,706.65","1,713.51","1,757.00","913.05",3520341,"6,032,143,710.95",149711
"06-Sep-2021","EQ","1,705.15","1,732.00","1,699.35","1,700.65","1,731.20","1,730.40","1,715.41","1,757.00","913.05",4876026,"8,364,392,786.20",183161
"03-Sep-2021","EQ","1,696.05","1,705.95","1,684.40","1,689.10","1,700.50","1,700.65","1,698.12","1,757.00","912.10",5339139,"9,066,475,360.50",210049
"02-Sep-2021","EQ","1,677.35","1,694.30","1,662.65","1,677.75","1,686.05","1,689.10","1,675.34","1,757.00","912.10",6830050,"11,442,649,484.45",258731
"01-Sep-2021","EQ","1,709.50","1,709.50","1,673.15","1,706.45","1,677.05","1,677.75","1,684.25","1,757.00","912.10",7801974,"13,140,486,835.00",244163
"31-Aug-2021","EQ","1,700.15","1,715.00","1,685.85","1,698.05","1,713.00","1,706.45","1,700.72","1,757.00","912.10",12255438,"20,843,024,213.60",219156
"30-Aug-2021","EQ","1,703.05","1,718.65","1,690.40","1,708.80","1,699.85","1,698.05","1,700.86","1,757.00","912.10",6559667,"11,157,103,925.10",295734
"27-Aug-2021","EQ","1,725.00","1,727.70","1,705.20","1,727.70","1,707.50","1,708.80","1,713.26","1,757.00","912.10",6698514,"11,476,309,163.95",179152
"26-Aug-2021","EQ","1,734.00","1,746.00","1,720.00","1,735.55","1,723.40","1,727.70","1,734.31","1,757.00","912.10",5302248,"9,195,716,831.35",114055
"25-Aug-2021","EQ","1,718.00","1,746.90","1,718.00","1,720.85","1,737.65","1,735.55","1,732.13","1,757.00","912.10",6153253,"10,658,228,275.25",140494
"24-Aug-2021","EQ","1,750.00","1,757.00","1,712.70","1,738.75","1,721.50","1,720.85","1,729.85","1,757.00","912.10",7602939,"13,151,981,489.80",242564
"23-Aug-2021","EQ","1,735.75","1,753.15","1,732.00","1,732.95","1,739.60","1,738.75","1,741.65","1,755.50","912.10",6189051,"10,779,186,291.55",170252
"20-Aug-2021","EQ","1,716.10","1,745.00","1,716.10","1,733.45","1,729.50","1,732.95","1,734.19","1,755.50","912.10",6206972,"10,764,080,448.55",188065
"18-Aug-2021","EQ","1,729.00","1,755.50","1,727.00","1,741.65","1,732.00","1,733.45","1,739.38","1,755.50","912.10",6686090,"11,629,623,310.35",193759
"17-Aug-2021","EQ","1,703.90","1,748.90","1,686.55","1,704.40","1,737.40","1,741.65","1,730.04","1,748.90","912.10",9510390,"16,453,341,374.00",263393
"16-Aug-2021","EQ","1,707.70","1,719.95","1,690.10","1,712.20","1,702.95","1,704.40","1,703.86","1,722.50","912.10",4564109,"7,776,599,067.95",181480
"13-Aug-2021","EQ","1,697.00","1,722.50","1,691.30","1,689.60","1,713.95","1,712.20","1,707.76","1,722.50","912.10",5612790,"9,585,318,721.70",144604
"12-Aug-2021","EQ","1,679.15","1,696.50","1,674.00","1,677.55","1,684.95","1,689.60","1,687.65","1,696.50","912.10",5659579,"9,551,399,367.55",152218
"11-Aug-2021","EQ","1,674.80","1,684.00","1,668.00","1,677.25","1,675.10","1,677.55","1,676.00","1,684.00","912.10",4899639,"8,211,808,501.95",149326
"10-Aug-2021","EQ","1,668.00","1,680.00","1,661.05","1,663.30","1,674.15","1,677.25","1,674.29","1,680.00","912.10",6846517,"11,463,058,438.00",135096
